ppe_types_requested,datecreated,facility_type,stateprovince,county,censustractfips
"Disinfecting Wipes, Gowns, N95 Respirators, Nitrile Gloves, Face Shields, Hand Sanitizer",2020-04-03 08:42:00+00:00,Other,FL,Lake,12069030806
"Thermometers, Face Shields, Face Shields, Gowns, Gowns, Face Shields, Nitrile Gloves, Gowns, Disinfecting Wipes, Disinfecting Wipes, Disinfecting Wipes, Thermometers, Cloth Masks, Hand Sanitizer, Hand Sanitizer, Thermometers, N95 Respirators, N95 Respirators, N95 Respirators, Cloth Masks, Nitrile Gloves, Cloth Masks, Nitrile Gloves, Hand Sanitizer",2020-04-03 08:44:00+00:00,"Shelter for unhoused people, domestic violence, youth, etc.",MD,Howard,24027605602
"Gowns, Surgical Masks, Thermometers",2020-04-03 08:44:00+00:00,Nonprofit or faith-based community organization (including community centers),PA,Dauphin,42043021904
"N95 Respirators, Thermometers",2020-04-03 08:44:00+00:00,"Emergency medical services, urgent care clinic, or freestanding emergency room",PA,York,42133022802
"Disinfecting Wipes, Hand Sanitizer",2020-04-03 08:45:00+00:00,Other,FL,Escambia,12033000801
"N95 Respirators, Face Shields, Hand Sanitizer, Disposable Booties, Disinfecting Wipes, Thermometers",2020-04-03 08:46:00+00:00,Other,FL,Suwannee,12121970100
"N95 Respirators, Thermometers, Gowns, Coveralls / Bunny Suits, Surgical Masks, Disposable Booties, Face Shields, Hand Sanitizer",2020-04-03 08:46:23+00:00,,SD,Oglala Lakota,
"Disinfecting Wipes, Hand Sanitizer, Disposable Booties, Cloth Masks, Nitrile Gloves, N95 Respirators, Thermometers",2020-04-03 08:47:00+00:00,Other,GA,Upson,13293010500
"Thermometers, Disinfecting Wipes, N95 Respirators, Gowns, Face Shields",2020-04-03 08:47:00+00:00,,SC,Berkeley,45015020506
"Nitrile Gloves, Face Shields, Hand Sanitizer, N95 Respirators, Disinfecting Wipes, Surgical Masks",2020-04-03 08:48:05+00:00,,CA,San Francisco,06075012503
"Hand Sanitizer, N95 Respirators, Face Shields, Surgical Masks, Gowns",2020-04-03 08:48:43+00:00,,CO,Jefferson,08059009856
"Thermometers, Gowns, Hand Sanitizer, Disinfecting Wipes, Face Shields, Surgical Masks",2020-04-03 08:49:00+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",WV,Cabell,54011000600
"Disinfecting Wipes, Disposable Booties, Hand Sanitizer, Thermometers, Face Shields, Gowns, N95 Respirators, Nitrile Gloves",2020-04-03 08:49:00+00:00,Other,CA,Santa Clara,06085508708
"Face Shields, Thermometers, Hand Sanitizer, N95 Respirators",2020-04-03 08:51:00+00:00,"Emergency medical services, urgent care clinic, or freestanding emergency room",WI,Sauk,55111001002
"Disinfecting Wipes, Gowns, Hand Sanitizer, Nitrile Gloves, Face Shields, Disposable Booties, Cloth Masks, N95 Respirators, Thermometers",2020-04-03 08:51:00+00:00,Other,FL,Palm Beach,12099006010
"N95 Respirators, Cloth Masks",2020-04-03 08:51:00+00:00,Acute care hospital,NJ,Hudson,34017010701
"Disinfecting Wipes, Gowns, Hand Sanitizer, N95 Respirators, Thermometers",2020-04-03 08:52:00+00:00,Other,PA,Lawrence,42073010800
"Thermometers, Hand Sanitizer, Face Shields, Disinfecting Wipes, Gowns, Cloth Masks, Surgical Masks, Disposable Booties",2020-04-03 08:53:00+00:00,Acute care hospital,GA,Evans,13109970300
"Disinfecting Wipes, Nitrile Gloves, Disposable Booties, Face Shields, Disinfecting Wipes, Nitrile Gloves, N95 Respirators, Hand Sanitizer, Disposable Booties, N95 Respirators, Face Shields, Hand Sanitizer",2020-04-03 08:57:00+00:00,Other,FL,Orange,12095015204
"Thermometers, Gowns, Gowns, Gowns, Hand Sanitizer, Hand Sanitizer, Hand Sanitizer, Hand Sanitizer, Thermometers, Thermometers, Gowns, Disinfecting Wipes, Disinfecting Wipes, Disinfecting Wipes, Cloth Masks, Cloth Masks, Cloth Masks, Cloth Masks, Thermometers, Disinfecting Wipes",2020-04-03 08:58:00+00:00,Other,PA,Philadelphia,42101001400
"N95 Respirators, Hand Sanitizer, Gowns, Disinfecting Wipes",2020-04-03 08:59:00+00:00,Other,VA,Henrico,51087200106
"Disinfecting Wipes, Nitrile Gloves, Disposable Booties, N95 Respirators, Gowns, Face Shields, Thermometers",2020-04-03 08:59:00+00:00,Other,NY,Kings,36047092400
"Hand Sanitizer, Gowns, Surgical Masks, Nitrile Gloves",2020-04-03 09:00:00+00:00,Other,FL,Palm Beach,12099007614
"Hand Sanitizer, Gowns, N95 Respirators, Face Shields",2020-04-03 09:00:00+00:00,,GA,Upson,13293010402
N95 Respirators,2020-04-03 09:00:00+00:00,Acute care hospital,ME,Cumberland,23005011100
"Thermometers, Nitrile Gloves, Cloth Masks, Disinfecting Wipes, Face Shields, Hand Sanitizer, Disposable Booties, N95 Respirators, Gowns",2020-04-03 09:01:00+00:00,,CA,Los Angeles,06037552001
"Thermometers, Disinfecting Wipes, Nitrile Gloves, N95 Respirators, Disposable Booties, Hand Sanitizer, Cloth Masks",2020-04-03 09:02:00+00:00,Other,FL,Hillsborough,12057012211
"Gowns, Nitrile Gloves, Disinfecting Wipes, Hand Sanitizer, Surgical Masks",2020-04-03 09:04:00+00:00,,PA,Butler,42019902300
"Face Shields, Gowns, Surgical Masks, Disposable Booties",2020-04-03 09:04:00+00:00,Other,MD,Montgomery,24031703901
"Nitrile Gloves, Face Shields, Gowns, Cloth Masks, Hand Sanitizer, Thermometers, Disinfecting Wipes, N95 Respirators",2020-04-03 09:05:00+00:00,,NC,Orange,
"Face Shields, Gowns, Cloth Masks, Disinfecting Wipes, Disposable Booties, N95 Respirators, Nitrile Gloves, Thermometers, Hand Sanitizer",2020-04-03 09:05:00+00:00,,WI,Marathon,55073001402
"Thermometers, Hand Sanitizer, Face Shields, N95 Respirators, Cloth Masks, Gowns, Disinfecting Wipes, Disposable Booties, Nitrile Gloves",2020-04-03 09:06:00+00:00,Other,KY,Adair,21001970402
"Face Shields, Disposable Booties, N95 Respirators, Gowns",2020-04-03 09:06:00+00:00,,MS,Itawamba,28057950202
"Gowns, Face Shields, Disposable Booties, Hand Sanitizer, N95 Respirators",2020-04-03 09:06:00+00:00,,MS,Itawamba,28057950202
N95 Respirators,2020-04-03 09:06:00+00:00,,MA,Norfolk,25021456101
"Face Shields, Hand Sanitizer, Cloth Masks, Disinfecting Wipes, Thermometers",2020-04-03 09:06:00+00:00,Other,PA,Berks,42011010202
"Gowns, Disinfecting Wipes, Hand Sanitizer, N95 Respirators, Face Shields",2020-04-03 09:07:00+00:00,,NH,Rockingham,33015107500
"Face Shields, Disposable Booties, Gowns, Nitrile Gloves, N95 Respirators, Hand Sanitizer, Disinfecting Wipes, Thermometers",2020-04-03 09:08:00+00:00,Other,FL,Martin,12085001407
"Face Shields, Hand Sanitizer, Disposable Booties, Disinfecting Wipes, Thermometers, Cloth Masks, Gowns, N95 Respirators",2020-04-03 09:08:00+00:00,,VA,Henrico,51087200303
"Nitrile Gloves, Gowns, Disposable Booties, Cloth Masks, Disinfecting Wipes, N95 Respirators, Hand Sanitizer, Thermometers",2020-04-03 09:09:00+00:00,,PA,Lehigh,42077006101
"Face Shields, Thermometers, Gowns, Disinfecting Wipes, Cloth Masks, Hand Sanitizer, Nitrile Gloves, N95 Respirators",2020-04-03 09:09:00+00:00,Other,DC,,11001003901
"Disinfecting Wipes, Hand Sanitizer, N95 Respirators, Nitrile Gloves, Gowns, Thermometers, Face Shields",2020-04-03 09:09:00+00:00,Other,NY,Queens,36081059100
N95 Respirators,2020-04-03 09:10:00+00:00,,TX,Harris,48201250701
N95 Respirators,2020-04-03 09:10:00+00:00,Other,FL,Washington,12133970103
"Face Shields, N95 Respirators",2020-04-03 09:11:10+00:00,,MI,Clare,26035000600
"Disinfecting Wipes, Surgical Masks, Hand Sanitizer, Nitrile Gloves",2020-04-03 09:11:25+00:00,,IA,Polk,19153005101
"Disinfecting Wipes, Face Shields, Gowns, Thermometers, N95 Respirators, Hand Sanitizer",2020-04-03 09:12:00+00:00,Other,CA,San Mateo,
"Nitrile Gloves, Gowns, Hand Sanitizer, Face Shields, Disinfecting Wipes, Surgical Masks, N95 Respirators",2020-04-03 09:13:19+00:00,,CA,Alameda,06001401300
"Surgical Masks, Face Shields, Cloth Masks, Hand Sanitizer",2020-04-03 09:14:00+00:00,Other,FL,Hillsborough,12057013313
"Hand Sanitizer, N95 Respirators, Face Shields",2020-04-03 09:14:00+00:00,,IL,Cook,17031820902
"Hand Sanitizer, Face Shields, Thermometers, N95 Respirators, Nitrile Gloves, Disinfecting Wipes, Gowns",2020-04-03 09:15:00+00:00,,MA,Plymouth,25023508101
"Face Shields, Gowns, Surgical Masks",2020-04-03 09:16:00+00:00,Other,NY,Clinton,36019100700
"Cloth Masks, Surgical Masks",2020-04-03 09:19:00+00:00,Other,FL,Osceola,12097041600
"Gowns, Face Shields, Disposable Booties, N95 Respirators",2020-04-03 09:22:00+00:00,Acute care hospital,NY,New York,36061004800
"Hand Sanitizer, Surgical Masks, Thermometers, Face Shields, Disinfecting Wipes, N95 Respirators, Gowns, Nitrile Gloves",2020-04-03 09:22:55+00:00,,CA,Los Angeles,06037300601
"N95 Respirators, Gowns, Nitrile Gloves, Hand Sanitizer",2020-04-03 09:23:00+00:00,"Emergency medical services, urgent care clinic, or freestanding emergency room",WI,Milwaukee,55079000202
"Gowns, Face Shields, Nitrile Gloves, Disinfecting Wipes, Face Shields, Disinfecting Wipes, Thermometers, Disposable Booties, Gowns, Nitrile Gloves, N95 Respirators, N95 Respirators, Hand Sanitizer, Hand Sanitizer, Thermometers, Disposable Booties",2020-04-03 09:24:00+00:00,,WA,Whatcom,53073000401
"Surgical Masks, Nitrile Gloves, Disinfecting Wipes, Hand Sanitizer",2020-04-03 09:24:00+00:00,Other,MA,Essex,25009252300
"Surgical Masks, Nitrile Gloves, Hand Sanitizer, Disinfecting Wipes",2020-04-03 09:24:00+00:00,Other,MA,Essex,25009252300
"Disposable Booties, Hand Sanitizer, Gowns, Nitrile Gloves, N95 Respirators, Face Shields, Thermometers, Disinfecting Wipes, Cloth Masks",2020-04-03 09:25:00+00:00,,TX,Travis,48453032100
"Surgical Masks, Surgical Masks, Gowns, Gowns",2020-04-03 09:27:00+00:00,,CO,Arapahoe,08005005622
"Cloth Masks, Cloth Masks",2020-04-03 09:28:00+00:00,,MN,Hennepin,27053103000
"Hand Sanitizer, Cloth Masks, Gowns, N95 Respirators",2020-04-03 09:29:00+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",IL,DuPage,17043845509
"Surgical Masks, Disinfecting Wipes, Surgical Masks, Nitrile Gloves, Thermometers, Thermometers, Nitrile Gloves, Face Shields, Disinfecting Wipes, Face Shields, Gowns, Gowns",2020-04-03 09:29:00+00:00,,WI,Jefferson,55055100301
"Disinfecting Wipes, Hand Sanitizer, Nitrile Gloves",2020-04-03 09:30:00+00:00,,VA,Powhatan,51145500202
"Face Shields, Gowns, Hand Sanitizer, Nitrile Gloves, Nitrile Gloves, Disposable Booties, Disinfecting Wipes, Disinfecting Wipes, Hand Sanitizer, N95 Respirators, Gowns, Disposable Booties, N95 Respirators, Face Shields, Thermometers, Thermometers",2020-04-03 09:30:00+00:00,Acute care hospital,SC,Lexington,45063020506
"Surgical Masks, Disposable Booties, Face Shields, Gowns, Hand Sanitizer, Thermometers",2020-04-03 09:30:00+00:00,Acute care hospital,MA,Middlesex,25017332401
"Hand Sanitizer, Thermometers, Disposable Booties, Face Shields, Surgical Masks, Gowns",2020-04-03 09:30:00+00:00,Acute care hospital,MA,Middlesex,25017332401
"Nitrile Gloves, N95 Respirators, Face Shields, Gowns",2020-04-03 09:31:00+00:00,Acute care hospital,LA,Orleans Parish,22071013400
"N95 Respirators, Coveralls / Bunny Suits, Hand Sanitizer, Thermometers, Disinfecting Wipes, Disposable Booties, Gowns, Nitrile Gloves, Surgical Masks, Face Shields",2020-04-03 09:31:06+00:00,,MI,Macomb,
"Nitrile Gloves, Face Shields, Gowns, Thermometers, Disinfecting Wipes, Hand Sanitizer, Cloth Masks, N95 Respirators, Disposable Booties",2020-04-03 09:32:00+00:00,,NY,Essex,36031960402
"Disinfecting Wipes, Disinfecting Wipes, Gowns, Gowns, Hand Sanitizer, Hand Sanitizer, Nitrile Gloves, Nitrile Gloves, N95 Respirators, N95 Respirators, Face Shields, Face Shields, Disposable Booties, Disposable Booties, Cloth Masks, Cloth Masks",2020-04-03 09:32:00+00:00,,NY,Bronx,36005023100
"Disposable Booties, Face Shields, Disposable Booties, Disposable Booties, Gowns, Face Shields, N95 Respirators, Gowns, N95 Respirators, Gowns, N95 Respirators, Face Shields",2020-04-03 09:32:00+00:00,,NY,Kings,36047027100
"Face Shields, Thermometers, Disinfecting Wipes, Face Shields, Gowns, Gowns, Gowns, Hand Sanitizer, Hand Sanitizer, Hand Sanitizer, Face Shields, Thermometers, N95 Respirators, Disinfecting Wipes, N95 Respirators, Disposable Booties, Disposable Booties, Disinfecting Wipes, Disposable Booties, N95 Respirators, Thermometers",2020-04-03 09:32:00+00:00,Acute care hospital,NY,Kings,36047027100
"N95 Respirators, Disinfecting Wipes, Hand Sanitizer",2020-04-03 09:33:00+00:00,,VA,,51550021505
"N95 Respirators, Hand Sanitizer, Gowns, Thermometers, Face Shields",2020-04-03 09:33:00+00:00,Acute care hospital,MA,Berkshire,25003900200
"Gowns, Hand Sanitizer, N95 Respirators, Coveralls / Bunny Suits, Disposable Booties, Face Shields",2020-04-03 09:33:40+00:00,,MN,Ramsey,27123040102
"Gowns, Disposable Booties, Nitrile Gloves, Disinfecting Wipes, N95 Respirators",2020-04-03 09:35:00+00:00,,MN,Washington,27163070910
"Disinfecting Wipes, Hand Sanitizer, N95 Respirators",2020-04-03 09:35:00+00:00,Acute care hospital,NY,Monroe,36055003806
"Face Shields, Disposable Booties, N95 Respirators, Disinfecting Wipes, Hand Sanitizer, Thermometers",2020-04-03 09:36:00+00:00,,GA,Clayton,13063040614
N95 Respirators,2020-04-03 09:36:42+00:00,,NC,Mecklenburg,
"Face Shields, Disposable Booties, Hand Sanitizer, Disinfecting Wipes, N95 Respirators, Nitrile Gloves, Gowns",2020-04-03 09:37:00+00:00,Acute care hospital,NY,Kings,36047015300
"Gowns, Disposable Booties",2020-04-03 09:37:00+00:00,,MD,Montgomery,24031701415
"N95 Respirators, Hand Sanitizer, N95 Respirators, Disinfecting Wipes, Thermometers, Disinfecting Wipes, Gowns, Gowns, N95 Respirators, Thermometers, Face Shields, Gowns, Hand Sanitizer, Face Shields, Face Shields, Disinfecting Wipes, Hand Sanitizer, Thermometers",2020-04-03 09:38:00+00:00,,LA,Orleans Parish,22071002000
"Hand Sanitizer, Face Shields, Disinfecting Wipes, N95 Respirators, Nitrile Gloves, Gowns",2020-04-03 09:38:00+00:00,,ME,Cumberland,23005002700
"Thermometers, N95 Respirators",2020-04-03 09:38:00+00:00,,FL,Duval,12031014312
N95 Respirators,2020-04-03 09:39:00+00:00,Other,CT,Fairfield,09001035102
"N95 Respirators, Face Shields",2020-04-03 09:39:00+00:00,Acute care hospital,MD,Charles,24017851003
"Cloth Masks, N95 Respirators, Face Shields, Disinfecting Wipes, Hand Sanitizer, Disposable Booties, Nitrile Gloves, Gowns, Thermometers",2020-04-03 09:40:00+00:00,Other,IN,Clark,18019050703
"Hand Sanitizer, Disinfecting Wipes",2020-04-03 09:40:13+00:00,,NC,Rowan,37159050500
"Thermometers, Hand Sanitizer, N95 Respirators, Disposable Booties, Face Shields, Disinfecting Wipes, Gowns, Cloth Masks",2020-04-03 09:41:00+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",PA,Luzerne,42079213100
"Thermometers, Thermometers, Gowns, N95 Respirators, Gowns, Nitrile Gloves, N95 Respirators, Disposable Booties, Disinfecting Wipes, Disposable Booties, Disinfecting Wipes, Nitrile Gloves, Hand Sanitizer, Hand Sanitizer",2020-04-03 09:41:00+00:00,,NV,Washoe,32031000702
"Cloth Masks, Disinfecting Wipes, N95 Respirators, Gowns, Hand Sanitizer, Nitrile Gloves",2020-04-03 09:42:00+00:00,,CA,Orange,06059062634
"N95 Respirators, Hand Sanitizer, Gowns, Disinfecting Wipes",2020-04-03 09:42:00+00:00,,NJ,Somerset,
"Hand Sanitizer, N95 Respirators, Face Shields, Nitrile Gloves, Disinfecting Wipes, Gowns, Thermometers",2020-04-03 09:42:00+00:00,Other,MA,Worcester,25027731900
"Thermometers, Face Shields, Hand Sanitizer, Nitrile Gloves, Disinfecting Wipes, N95 Respirators, Gowns",2020-04-03 09:42:00+00:00,Other,MA,Worcester,25027731900
"Cloth Masks, Hand Sanitizer, Nitrile Gloves, Gowns, Disinfecting Wipes, N95 Respirators, Disposable Booties",2020-04-03 09:42:00+00:00,Other,TN,Montgomery,47125100602
"Gowns, Cloth Masks, Disinfecting Wipes, N95 Respirators, Hand Sanitizer",2020-04-03 09:42:00+00:00,Other,GA,Fayette,13113140404
"Nitrile Gloves, Hand Sanitizer, Thermometers, Disinfecting Wipes, Surgical Masks, Gowns, Face Shields, N95 Respirators",2020-04-03 09:42:09+00:00,,OK,Cleveland,40027202502
"Disinfecting Wipes, Gowns, N95 Respirators, Surgical Masks",2020-04-03 09:42:58+00:00,,CA,Alameda,06001441923
"Face Shields, Gowns, Hand Sanitizer, Surgical Masks, N95 Respirators",2020-04-03 09:44:55+00:00,,FL,Marion,12083001102
"N95 Respirators, Gowns, Hand Sanitizer, Thermometers, Nitrile Gloves, Face Shields",2020-04-03 09:45:00+00:00,Other,FL,Palm Beach,12099007302
"Hand Sanitizer, Face Shields, Disinfecting Wipes, Gowns, N95 Respirators, Thermometers",2020-04-03 09:46:00+00:00,,GA,Chatham,13051010811
"Face Shields, Gowns, Disinfecting Wipes, Cloth Masks, Disposable Booties, N95 Respirators, Thermometers, Hand Sanitizer",2020-04-03 09:46:00+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",FL,Escambia,12033003507
"Thermometers, Gowns, Surgical Masks, Hand Sanitizer, Cloth Masks, Face Shields",2020-04-03 09:46:00+00:00,Other,IA,Linn,19113001800
"N95 Respirators, Gowns, Face Shields",2020-04-03 09:47:00+00:00,Acute care hospital,NJ,Hudson,34017019000
"Face Shields, Face Shields, N95 Respirators, N95 Respirators, Disinfecting Wipes, Disinfecting Wipes, Disinfecting Wipes, Disinfecting Wipes, Disinfecting Wipes, N95 Respirators, Face Shields, Face Shields, Face Shields, Hand Sanitizer, Hand Sanitizer, Hand Sanitizer, N95 Respirators, Hand Sanitizer, N95 Respirators, Hand Sanitizer",2020-04-03 09:47:00+00:00,,PA,Erie,42049011001
"Hand Sanitizer, Gowns, Disinfecting Wipes, Disinfecting Wipes, N95 Respirators, Face Shields, Face Shields, Hand Sanitizer, Gowns, Thermometers, Thermometers, N95 Respirators",2020-04-03 09:47:00+00:00,,MN,St. Louis,27137000302
"Disinfecting Wipes, Face Shields, Surgical Masks, N95 Respirators",2020-04-03 09:48:00+00:00,,CT,Fairfield,09001020700
"Face Shields, Surgical Masks, Hand Sanitizer, Disinfecting Wipes, Gowns, Cloth Masks",2020-04-03 09:49:00+00:00,,IA,Black Hawk,19013002601
"Thermometers, Gowns, Hand Sanitizer, N95 Respirators, Disinfecting Wipes, Face Shields",2020-04-03 09:49:52+00:00,,IL,Cook,17031827400
"Coveralls / Bunny Suits, Disposable Booties, Gowns, N95 Respirators, Face Shields",2020-04-03 09:50:49+00:00,,CA,Los Angeles,06037701502
"Hand Sanitizer, N95 Respirators, Disinfecting Wipes, Thermometers, Gowns, Nitrile Gloves, Disposable Booties, Face Shields",2020-04-03 09:51:00+00:00,,CA,Los Angeles,06037132502
"Disinfecting Wipes, Hand Sanitizer, Gowns, Nitrile Gloves, Disposable Booties, N95 Respirators",2020-04-03 09:52:00+00:00,Other,IA,Polk,19153000701
"Cloth Masks, Thermometers, Hand Sanitizer, Thermometers, Nitrile Gloves, Surgical Masks, Surgical Masks, Disinfecting Wipes, Hand Sanitizer, Disinfecting Wipes, Nitrile Gloves, Cloth Masks",2020-04-03 09:53:00+00:00,Other,WI,Washington,55131450108
